from,to,distance
L393,L75,3.218
L402,L75,4.949
L408,L75,6.373
L411,L75,6.154
L412,L75,5.995
L418,L75,4.45
L423,L75,5.514
L430,L75,85.069
L431,L75,62.597
L437,L75,29.104
L444,L75,55.376
L445,L75,56.761
L469,L75,61.798
L483,L75,84.036
L493,L75,64.474
L495,L75,56.184
L496,L75,47.8
L511,L75,59.96
L527,L75,2.931
L529,L75,6.275
L530,L75,5.995
L540,L75,57.805
L543,L75,55.202
L554,L75,5.995
L556,L75,71.024
L560,L75,95.647
L0,L76,0.792
L7,L76,19.643
L18,L76,23.336
L26,L76,59.12
L33,L76,38.412
L36,L76,38.086
L38,L76,45.972
L57,L76,43.161
L62,L76,21.945
L63,L76,43.467
L70,L76,20.243
L75,L76,0
L76,L76,0
L77,L76,1.134
L78,L76,1.788
L79,L76,2.117
L80,L76,0
L81,L76,1.298
L82,L76,1.04
L91,L76,0.889
L93,L76,0.771
L99,L76,1.171
L102,L76,0.729
L103,L76,66.81
L106,L76,0.975
L113,L76,18.882
L116,L76,20.573
L122,L76,21.845
L128,L76,71.277
L134,L76,21.622
L135,L76,21.622
L138,L76,48.306
L139,L76,48.306
L141,L76,0
L145,L76,17.699
L146,L76,16.666
L147,L76,23.111
L150,L76,1.172
L151,L76,22.774
L153,L76,25.451
L154,L76,25.451
L155,L76,25.539
L156,L76,28.701
L157,L76,28.701
L159,L76,44.162
L162,L76,32.332
L168,L76,6.636
L171,L76,45.627
L173,L76,9.9
L178,L76,48.407
L179,L76,48.407
L185,L76,14.94
L186,L76,18.495
L191,L76,45.739
L203,L76,47.272
L206,L76,20.446
L213,L76,16.089
L222,L76,19.937
L227,L76,11.899
L229,L76,45.478
L231,L76,45.603
L246,L76,30.188
L247,L76,30.295
L249,L76,46.54
L252,L76,46.338
L262,L76,25.505
L271,L76,61.281
L273,L76,62.038
L274,L76,61.05
L292,L76,37.895
L299,L76,50.797
L309,L76,20.421
L310,L76,19.878
L313,L76,37.523
L315,L76,0.55
L321,L76,1.278
L323,L76,20.053
L328,L76,20.21
L333,L76,18.921
L334,L76,18.65
L336,L76,0.685
L338,L76,1.041
L349,L76,1.616
L355,L76,3.164
L361,L76,10.738
L365,L76,12.176
L370,L76,46.247
L371,L76,46.247
L375,L76,46.624
L382,L76,0
L385,L76,45.739
L387,L76,61.356
L392,L76,4.022
L393,L76,3.218
L402,L76,4.949
L408,L76,6.373
L411,L76,6.154
L412,L76,5.995
L418,L76,4.45
L423,L76,5.514
L430,L76,85.069
L431,L76,62.597
L437,L76,29.104
L444,L76,55.376
L445,L76,56.761
L469,L76,61.798
L483,L76,84.036
L493,L76,64.474
L495,L76,56.184
L496,L76,47.8
L511,L76,59.96
L527,L76,2.931
L529,L76,6.275
L530,L76,5.995
L540,L76,57.805
L543,L76,55.202
L554,L76,5.995
L556,L76,71.024
L560,L76,95.647
L0,L77,1.159
L7,L77,20.169
L18,L77,22.897
L26,L77,59.646
L33,L77,38.938
L36,L77,38.612
L38,L77,46.498
L57,L77,43.687
L62,L77,22.471
L63,L77,43.993
L70,L77,20.769
L75,L77,1.138
L76,L77,1.138
L77,L77,0
L78,L77,0.654
L79,L77,0.983
L80,L77,1.138
L81,L77,0.164
L82,L77,0.09
L91,L77,0.74
L93,L77,0.622
L99,L77,1.105
L102,L77,1.591
L103,L77,67.336
L106,L77,1.629
L113,L77,19.408
L116,L77,21.099
L122,L77,22.371
L128,L77,71.803
L134,L77,22.148
L135,L77,22.148
L138,L77,48.832
L139,L77,48.832
L141,L77,1.138
L145,L77,18.225
L146,L77,17.192
L147,L77,23.637
L150,L77,1.106
L151,L77,23.3
L153,L77,25.977
L154,L77,25.977
L155,L77,26.065
L156,L77,29.227
L157,L77,29.227
L159,L77,44.688
L162,L77,32.858
L168,L77,7.162
L171,L77,46.153
L173,L77,9.834
L178,L77,48.933
L179,L77,48.933
L185,L77,15.466
L186,L77,19.021
L191,L77,46.265
L203,L77,47.798
L206,L77,20.972
L213,L77,15.65
L222,L77,20.463
L227,L77,13.201
L229,L77,46.004
L231,L77,46.129
L246,L77,30.714
L247,L77,30.821
L249,L77,47.066
L252,L77,46.864
L262,L77,26.031
L271,L77,61.807
L273,L77,62.564
L274,L77,61.576
L292,L77,38.421
L299,L77,51.323
L309,L77,20.947
L310,L77,20.404
L313,L77,38.049
L315,L77,1.216
L321,L77,0.617
L323,L77,20.579
L328,L77,20.736
L333,L77,19.447
L334,L77,19.176
L336,L77,1.461
L338,L77,1.071
L349,L77,0.955
L355,L77,2.503
L361,L77,11.264
L365,L77,12.702
L370,L77,46.773
L371,L77,46.773
L375,L77,47.15
L382,L77,1.138
L385,L77,46.265
L387,L77,61.882
L392,L77,4.548
L393,L77,3.744
L402,L77,5.475
L408,L77,6.755
L411,L77,6.536
L412,L77,6.377
L418,L77,4.976
L423,L77,6.04
L430,L77,84.63
L431,L77,65.788
L437,L77,32.295
L444,L77,58.567
L445,L77,59.952
L469,L77,64.989
L483,L77,84.562
L493,L77,67.665
L495,L77,59.375
L496,L77,50.991
L511,L77,63.151
L527,L77,3.457
L529,L77,6.657
L530,L77,6.377
L540,L77,60.996
L543,L77,58.393
L554,L77,6.377
L556,L77,74.215
L560,L77,96.173
L0,L78,1.817
L7,L78,23.623
L18,L78,23.555
L26,L78,63.1
L33,L78,39.596
L36,L78,39.27
L38,L78,49.952
L57,L78,47.141
L62,L78,23.129
L63,L78,47.447
L70,L78,24.223
L75,L78,1.796
L76,L78,1.796
L77,L78,0.653
L78,L78,0
L79,L78,1.458
L80,L78,1.796
L81,L78,0.639
L82,L78,0.748
L91,L78,1.398
L93,L78,1.28
L99,L78,1.763
L102,L78,2.249
L103,L78,70.79
L106,L78,2.287
L113,L78,22.862
L116,L78,24.553
L122,L78,25.825
L128,L78,75.257
L134,L78,25.602
L135,L78,25.602
L138,L78,52.286
L139,L78,52.286
L141,L78,1.796
L145,L78,21.679
L146,L78,20.646
L147,L78,27.091
L150,L78,1.764
L151,L78,26.754
L153,L78,29.431
L154,L78,29.431
L155,L78,29.519
L156,L78,56.917
L157,L78,56.917
L159,L78,45.346
L162,L78,36.312
L168,L78,7.82
L171,L78,49.607
L173,L78,10.492
L178,L78,52.387
L179,L78,52.387
L185,L78,16.124
L186,L78,23.406
L191,L78,49.719
L203,L78,51.252
L206,L78,21.63
L213,L78,16.308
L222,L78,23.917
L227,L78,13.859
L229,L78,49.458
L231,L78,49.583
L246,L78,31.372
L247,L78,31.479
L249,L78,50.52
L252,L78,50.318
L262,L78,26.689
L271,L78,65.261
L273,L78,66.018
L274,L78,65.03
L292,L78,39.079
L299,L78,54.777
L309,L78,24.401
L310,L78,23.858
L313,L78,38.707
L315,L78,1.874
L321,L78,1.275
L323,L78,24.033
L328,L78,24.19
L333,L78,22.901
L334,L78,22.63
L336,L78,2.119
L338,L78,1.729
L349,L78,1.613
L355,L78,3.251
L361,L78,14.718
L365,L78,16.156
L370,L78,50.227
L371,L78,50.227
L375,L78,50.604
L382,L78,1.796
L385,L78,49.719
L387,L78,65.336
L392,L78,5.206
L393,L78,4.402
L402,L78,6.133
L408,L78,12.589
L411,L78,12.619
L412,L78,7.035
L418,L78,5.634
L423,L78,6.698
L430,L78,85.288
L431,L78,66.446
L437,L78,32.953
L444,L78,59.225
L445,L78,60.61
L469,L78,65.647
L483,L78,88.016
L493,L78,68.323
L495,L78,60.033
L496,L78,51.649
L511,L78,63.809
L527,L78,4.115
L529,L78,7.315
L530,L78,7.035
L540,L78,61.654
L543,L78,59.051
L554,L78,7.035
L556,L78,74.873
L560,L78,99.627
L0,L79,2.119
L7,L79,21.129
L18,L79,23.857
L26,L79,60.606
L33,L79,39.898
L36,L79,39.572
L38,L79,47.458
L57,L79,44.647
L62,L79,23.431
L63,L79,44.953
L70,L79,21.729
L75,L79,2.098
L76,L79,2.098
L77,L79,0.983
L78,L79,1.459
L79,L79,0
L80,L79,2.098
L81,L79,0.82
L82,L79,1.05
L91,L79,1.7
L93,L79,1.582
L99,L79,2.065
L102,L79,2.551
L103,L79,68.296
L106,L79,2.589
L113,L79,20.368
L116,L79,22.059
L122,L79,23.331
L128,L79,72.763
L134,L79,23.108
L135,L79,23.108
L138,L79,49.792
L139,L79,49.792
L141,L79,2.098
L145,L79,19.185
L146,L79,18.152
L147,L79,24.597
L150,L79,2.066
L151,L79,24.26
L153,L79,26.937
L154,L79,26.937
L155,L79,27.025
L156,L79,54.423
L157,L79,54.423
L159,L79,45.648
L162,L79,33.818
L168,L79,8.122
L171,L79,47.113
L173,L79,10.794
L178,L79,49.893
L179,L79,49.893
L185,L79,16.426
L186,L79,19.981
L191,L79,47.225
L203,L79,48.758
L206,L79,21.932
L213,L79,16.61
L222,L79,21.423
L227,L79,14.161
L229,L79,46.964
L231,L79,47.089
L246,L79,31.674
L247,L79,31.781
L249,L79,48.026
L252,L79,47.824
L262,L79,26.991
L271,L79,62.767
L273,L79,63.524
L274,L79,62.536
L292,L79,39.381
L299,L79,52.283
L309,L79,21.907
L310,L79,21.364
L313,L79,39.009
L315,L79,2.176
L321,L79,1.577
L323,L79,21.539
L328,L79,21.696
L333,L79,20.407
L334,L79,20.136
L336,L79,2.421
L338,L79,2.031
L349,L79,1.915
L355,L79,3.463
L361,L79,12.224
L365,L79,13.662
L370,L79,47.733
L371,L79,47.733
L375,L79,48.11
L382,L79,2.098
L385,L79,47.225
L387,L79,62.842
L392,L79,5.508
L393,L79,4.704
L402,L79,6.435
L408,L79,7.715
L411,L79,7.496
L412,L79,7.337
L418,L79,5.936
L423,L79,7
L430,L79,85.59
L431,L79,66.748
L437,L79,33.255
L444,L79,59.527
L445,L79,60.912
L469,L79,65.949
L483,L79,85.522
L493,L79,68.625
L495,L79,60.335
L496,L79,51.951
L511,L79,64.111
L527,L79,4.417
L529,L79,7.617
L530,L79,7.337
L540,L79,61.956
L543,L79,59.353
L554,L79,7.337
L556,L79,75.175
L560,L79,97.133
L0,L80,0.792
L7,L80,19.643
L18,L80,23.336
L26,L80,59.12
L33,L80,38.412
L36,L80,38.086
L38,L80,45.972
L57,L80,43.161
L62,L80,21.945
L63,L80,43.467
L70,L80,20.243
L75,L80,0
L76,L80,0
L77,L80,1.134
L78,L80,1.788
L79,L80,2.117
L80,L80,0
L81,L80,1.298
L82,L80,1.04
L91,L80,0.889
L93,L80,0.771
L99,L80,1.171
L102,L80,0.729
L103,L80,66.81
L106,L80,0.975
L113,L80,18.882
L116,L80,20.573
L122,L80,21.845
L128,L80,71.277
L134,L80,21.622
L135,L80,21.622
L138,L80,48.306
L139,L80,48.306
L141,L80,0
L145,L80,17.699
L146,L80,16.666
L147,L80,23.111
L150,L80,1.172
L151,L80,22.774
L153,L80,25.451
L154,L80,25.451
L155,L80,25.539
L156,L80,28.701
L157,L80,28.701
L159,L80,44.162
L162,L80,32.332
L168,L80,6.636
L171,L80,45.627
L173,L80,9.9
L178,L80,48.407
L179,L80,48.407
L185,L80,14.94
L186,L80,18.495
L191,L80,45.739
L203,L80,47.272
L206,L80,20.446
L213,L80,16.089
L222,L80,19.937
L227,L80,11.899
L229,L80,45.478
L231,L80,45.603
L246,L80,30.188
L247,L80,30.295
L249,L80,46.54
L252,L80,46.338
L262,L80,25.505
L271,L80,61.281
L273,L80,62.038
L274,L80,61.05
L292,L80,37.895
L299,L80,50.797
L309,L80,20.421
L310,L80,19.878
L313,L80,37.523
L315,L80,0.55
L321,L80,1.278
L323,L80,20.053
L328,L80,20.21
L333,L80,18.921
L334,L80,18.65
L336,L80,0.685
L338,L80,1.041
L349,L80,1.616
L355,L80,3.164
L361,L80,10.738
L365,L80,12.176
L370,L80,46.247
L371,L80,46.247
L375,L80,46.624
L382,L80,0
L385,L80,45.739
L387,L80,61.356
L392,L80,4.022
L393,L80,3.218
L402,L80,4.949
L408,L80,6.373
L411,L80,6.154
L412,L80,5.995
L418,L80,4.45
L423,L80,5.514
L430,L80,85.069
L431,L80,62.597
L437,L80,29.104
L444,L80,55.376
L445,L80,56.761
L469,L80,61.798
L483,L80,84.036
L493,L80,64.474
L495,L80,56.184
L496,L80,47.8
L511,L80,59.96
L527,L80,2.931
L529,L80,6.275
L530,L80,5.995
L540,L80,57.805
L543,L80,55.202
L554,L80,5.995
L556,L80,71.024
L560,L80,95.647
L0,L81,1.299
L7,L81,20.309
L18,L81,23.037
L26,L81,59.786
L33,L81,39.078
L36,L81,38.752
L38,L81,46.638
L57,L81,43.827
L62,L81,22.611
L63,L81,44.133
L70,L81,20.909
L75,L81,1.278
L76,L81,1.278
L77,L81,0.163
L78,L81,0.639
L79,L81,0.819
L80,L81,1.278
L81,L81,0
L82,L81,0.23
L91,L81,0.88
L93,L81,0.762
L99,L81,1.245
L102,L81,1.731
L103,L81,67.476
L106,L81,1.769
L113,L81,19.548
L116,L81,21.239
L122,L81,22.511
L128,L81,71.943
L134,L81,22.288
L135,L81,22.288
L138,L81,48.972
L139,L81,48.972
L141,L81,1.278
L145,L81,18.365
L146,L81,17.332
L147,L81,23.777
L150,L81,1.246
L151,L81,23.44
L153,L81,26.117
L154,L81,26.117
L155,L81,26.205
L156,L81,29.367
L157,L81,29.367
L159,L81,44.828
L162,L81,32.998
L168,L81,7.302
L171,L81,46.293
L173,L81,9.974
L178,L81,49.073
L179,L81,49.073
L185,L81,15.606
L186,L81,19.161
L191,L81,46.405
L203,L81,47.938
L206,L81,21.112
L213,L81,15.79
L222,L81,20.603
L227,L81,13.341
L229,L81,46.144
L231,L81,46.269
L246,L81,30.854
L247,L81,30.961
L249,L81,47.206
L252,L81,47.004
L262,L81,26.171
L271,L81,61.947
L273,L81,62.704
L274,L81,61.716
L292,L81,38.561
L299,L81,51.463
L309,L81,21.087
L310,L81,20.544
L313,L81,38.189
L315,L81,1.356
L321,L81,0.757
L323,L81,20.719
L328,L81,20.876
L333,L81,19.587
L334,L81,19.316
L336,L81,1.601
L338,L81,1.211
L349,L81,1.095
L355,L81,2.643
L361,L81,11.404
L365,L81,12.842
L370,L81,46.913
L371,L81,46.913
L375,L81,47.29
L382,L81,1.278
L385,L81,46.405
L387,L81,62.022
L392,L81,4.688
L393,L81,3.884
L402,L81,5.615
L408,L81,6.895
L411,L81,6.676
L412,L81,6.517
L418,L81,5.116
L423,L81,6.18
L430,L81,84.77
L431,L81,65.928
L437,L81,32.435
L444,L81,58.707
L445,L81,60.092
L469,L81,65.129
L483,L81,84.702
L493,L81,67.805
L495,L81,59.515
L496,L81,51.131
L511,L81,63.291
L527,L81,3.597
L529,L81,6.797
L530,L81,6.517
L540,L81,61.136
L543,L81,58.533
L554,L81,6.517
L556,L81,74.355
L560,L81,96.313
L0,L82,1.069
L7,L82,20.079
L18,L82,22.807
L26,L82,59.556
L33,L82,38.848
L36,L82,38.522
L38,L82,46.408
L57,L82,43.597
L62,L82,22.381
L63,L82,43.903
L70,L82,20.679
L75,L82,1.048
L76,L82,1.048
L77,L82,0.094
L78,L82,0.748
L79,L82,1.077
L80,L82,1.048
L81,L82,0.258
L82,L82,0
L91,L82,0.65
L93,L82,0.532
L99,L82,1.015
L102,L82,1.501
L103,L82,67.246
L106,L82,1.539
L113,L82,19.318
L116,L82,21.009
L122,L82,22.281
L128,L82,71.713
L134,L82,22.058
L135,L82,22.058
L138,L82,48.742
L139,L82,48.742
L141,L82,1.048
L145,L82,18.135
L146,L82,17.102
L147,L82,23.547
L150,L82,1.016
L151,L82,23.21
L153,L82,25.887
L154,L82,25.887
L155,L82,25.975
L156,L82,29.137
L157,L82,29.137
L159,L82,44.598
L162,L82,32.768
L168,L82,7.072
L171,L82,46.063
L173,L82,9.744
L178,L82,48.843
L179,L82,48.843
L185,L82,15.376
L186,L82,18.931
L191,L82,46.175
L203,L82,47.708
L206,L82,20.882
L213,L82,15.56
L222,L82,20.373
L227,L82,13.111
L229,L82,45.914
L231,L82,46.039
L246,L82,30.624
L247,L82,30.731
L249,L82,46.976
L252,L82,46.774
L262,L82,25.941
L271,L82,61.717
L273,L82,62.474
L274,L82,61.486
L292,L82,38.331
L299,L82,51.233
L309,L82,20.857
L310,L82,20.314
L313,L82,37.959
L315,L82,1.126
L321,L82,0.527
L323,L82,20.489
L328,L82,20.646
L333,L82,19.357
L334,L82,19.086
L336,L82,1.371
L338,L82,0.981
L349,L82,0.865
L355,L82,2.413
L361,L82,11.174
L365,L82,12.612
L370,L82,46.683
L371,L82,46.683
L375,L82,47.06
L382,L82,1.048
L385,L82,46.175
L387,L82,61.792
L392,L82,4.458
L393,L82,3.654
L402,L82,5.385
L408,L82,6.665
L411,L82,6.446
L412,L82,6.287
L418,L82,4.886
L423,L82,5.95
L430,L82,84.54
L431,L82,65.698
L437,L82,32.205
L444,L82,58.477
L445,L82,59.862
L469,L82,64.899
L483,L82,84.472
L493,L82,67.575
L495,L82,59.285
L496,L82,50.901
L511,L82,63.061
L527,L82,3.367
L529,L82,6.567
L530,L82,6.287
L540,L82,60.906
L543,L82,58.303
L554,L82,6.287
L556,L82,74.125
L560,L82,96.083
L0,L91,0.764
L7,L91,19.615
L18,L91,23.361
L26,L91,59.092
L33,L91,38.384
L36,L91,38.058
L38,L91,45.944
L57,L91,43.133
L62,L91,21.917
L63,L91,43.439
L70,L91,20.215
L75,L91,0.497
L76,L91,0.497
L77,L91,1.159
L78,L91,1.813
L79,L91,2.142
L80,L91,0.497
L81,L91,1.323
L82,L91,1.065
L91,L91,0
L93,L91,0.796
L99,L91,1.131
L102,L91,0.701
L103,L91,66.782
L106,L91,0.947
L113,L91,18.854
L116,L91,20.545
L122,L91,21.817
L128,L91,71.249
L134,L91,21.594
L135,L91,21.594
L138,L91,48.278
L139,L91,48.278
L141,L91,0.497
L145,L91,17.671
L146,L91,16.638
L147,L91,23.083
L150,L91,1.144
L151,L91,22.746
L153,L91,25.423
L154,L91,25.423
L155,L91,25.511
L156,L91,28.673
L157,L91,28.673
L159,L91,44.134
L162,L91,32.304
L168,L91,6.608
L171,L91,45.599
L173,L91,9.872
L178,L91,48.379
L179,L91,48.379
L185,L91,14.912
L186,L91,18.467
L191,L91,45.711
L203,L91,47.244
L206,L91,20.418
L213,L91,16.114
L222,L91,19.909
L227,L91,11.625
L229,L91,45.45
L231,L91,45.575
L246,L91,30.16
L247,L91,30.267
L249,L91,46.512
L252,L91,46.31
L262,L91,25.477
L271,L91,61.253
L273,L91,62.01
L274,L91,61.022
L292,L91,37.867
L299,L91,50.769
L309,L91,20.393
L310,L91,19.85
L313,L91,37.495
L315,L91,0.575
L321,L91,1.303
L323,L91,20.025
L328,L91,20.182
L333,L91,18.893
L334,L91,18.622
L336,L91,0.657
L338,L91,1.013
L349,L91,1.641
L355,L91,3.189
L361,L91,10.71
L365,L91,12.148
L370,L91,46.219
L371,L91,46.219
L375,L91,46.596
L382,L91,0.497
L385,L91,45.711
L387,L91,61.328
L392,L91,3.994
L393,L91,3.19
L402,L91,4.921
L408,L91,6.345
L411,L91,6.126
L412,L91,5.967
L418,L91,4.422
L423,L91,5.486
L430,L91,85.094
L431,L91,62.323
L437,L91,28.83
L444,L91,55.102
L445,L91,56.487
L469,L91,61.524
L483,L91,84.008
L493,L91,64.2
L495,L91,55.91
L496,L91,47.526
L511,L91,59.686
L527,L91,2.903
L529,L91,6.247
L530,L91,5.967
L540,L91,57.531
L543,L91,54.928
L554,L91,5.967
L556,L91,70.75
L560,L91,95.619
L0,L93,0.86
L7,L93,19.87
L18,L93,23.282
L26,L93,59.347
L33,L93,38.639
L36,L93,38.313
L38,L93,46.199
L57,L93,43.388
L62,L93,22.172
L63,L93,43.694
L70,L93,20.47
L75,L93,0.616
L76,L93,0.616
L77,L93,0.858
L78,L93,1.512
L79,L93,1.841
L80,L93,0.616
L81,L93,1.022
L82,L93,0.764
L91,L93,0.118
L93,L93,0
L99,L93,0.806
L102,L93,0.82
L103,L93,67.037
L106,L93,1.066
L113,L93,19.109
L116,L93,20.8
L122,L93,22.072
L128,L93,71.504
L134,L93,21.849
L135,L93,21.849
L138,L93,48.533
L139,L93,48.533
L141,L93,0.616
L145,L93,17.926
L146,L93,16.893
L147,L93,23.338
L150,L93,0.807
L151,L93,23.001
L153,L93,25.678
L154,L93,25.678
L155,L93,25.766
L156,L93,28.928
L157,L93,28.928
L159,L93,44.389
L162,L93,32.559
L168,L93,6.863
L171,L93,45.854
L173,L93,9.535
L178,L93,48.634
L179,L93,48.634
L185,L93,15.167
L186,L93,18.722
L191,L93,45.966
L203,L93,47.499
L206,L93,20.673
L213,L93,16.035
L222,L93,20.164
L227,L93,11.744
L229,L93,45.705
L231,L93,45.83
L246,L93,30.415
L247,L93,30.522
L249,L93,46.767
L252,L93,46.565
L262,L93,25.732
L271,L93,61.508
L273,L93,62.265
L274,L93,61.277
L292,L93,38.122
L299,L93,51.024
L309,L93,20.648
L310,L93,20.105
L313,L93,37.75
L315,L93,0.694
L321,L93,1.002
L323,L93,20.28
L328,L93,20.437
L333,L93,19.148
L334,L93,18.877
L336,L93,0.776
L338,L93,0.772
L349,L93,1.34
L355,L93,2.888
L361,L93,10.965
L365,L93,12.403
L370,L93,46.474
L371,L93,46.474
L375,L93,46.851
L382,L93,0.616
L385,L93,45.966
L387,L93,61.583
L392,L93,4.249
L393,L93,3.445
L402,L93,5.176
L408,L93,6.456
L411,L93,6.237
L412,L93,6.078
L418,L93,4.677
L423,L93,5.741
L430,L93,85.015
L431,L93,62.442
L437,L93,28.949
L444,L93,55.221
L445,L93,56.606
L469,L93,61.643
L483,L93,84.263
L493,L93,64.319
L495,L93,56.029
L496,L93,47.645
L511,L93,59.805
L527,L93,3.158
L529,L93,6.358
L530,L93,6.078
L540,L93,57.65
L543,L93,55.047
L554,L93,6.078
L556,L93,70.869
L560,L93,95.874
L0,L99,0.347
L7,L99,19.779
L18,L99,23.439
L26,L99,59.256
L33,L99,38.548
L36,L99,38.222
L38,L99,46.108
L57,L99,43.297
L62,L99,22.081
L63,L99,43.603
L70,L99,20.379
L75,L99,0.851
L76,L99,0.851
L77,L99,1.015
L78,L99,1.669
L79,L99,1.998
L80,L99,0.851
L81,L99,1.179
L82,L99,0.921
L91,L99,0.483
L93,L99,0.449
L99,L99,0
L102,L99,1.055
L103,L99,66.946
L106,L99,1.239
L113,L99,19.018
L116,L99,20.709
L122,L99,21.981
L128,L99,71.413
L134,L99,21.758
L135,L99,21.758
L138,L99,48.442
L139,L99,48.442
L141,L99,0.851
L145,L99,17.835
L146,L99,16.802
L147,L99,23.247
L150,L99,0.716
L151,L99,22.91
L153,L99,25.587
L154,L99,25.587
L155,L99,25.675
L156,L99,28.837
L157,L99,28.837
L159,L99,44.298
L162,L99,32.468
L168,L99,6.772
L171,L99,45.763
L173,L99,9.444
L178,L99,48.543
L179,L99,48.543
L185,L99,15.076
L186,L99,18.631
L191,L99,45.875
L203,L99,47.408
L206,L99,20.582
L213,L99,16.192
L222,L99,20.073
L227,L99,13.743
L229,L99,45.614
L231,L99,45.739
L246,L99,30.324
L247,L99,30.431
L249,L99,46.676
L252,L99,46.474
L262,L99,25.641
L271,L99,61.417
L273,L99,62.174
L274,L99,61.186
L292,L99,38.031
L299,L99,50.933
L309,L99,20.557
L310,L99,20.014
L313,L99,37.659
L315,L99,0.929
L321,L99,1.159
L323,L99,20.189
L328,L99,20.346
L333,L99,19.057
L334,L99,18.786
L336,L99,1.071
L338,L99,0.681
L349,L99,1.169
L355,L99,3.045
L361,L99,10.874
L365,L99,12.312
L370,L99,46.383
L371,L99,46.383
L375,L99,46.76
L382,L99,0.851
L385,L99,45.875
L387,L99,61.492
L392,L99,4.158
L393,L99,3.354
L402,L99,5.085
L408,L99,6.365
L411,L99,6.146
L412,L99,5.987
L418,L99,4.586
L423,L99,5.65
L430,L99,85.172
L431,L99,62.677
L437,L99,29.184
L444,L99,55.456
L445,L99,56.841
L469,L99,61.878
L483,L99,84.172
L493,L99,64.554
L495,L99,56.264
L496,L99,47.88
L511,L99,60.04
L527,L99,3.067
L529,L99,6.267
L530,L99,5.987
L540,L99,57.885
L543,L99,55.282
L554,L99,5.987
L556,L99,71.104
L560,L99,95.783
L0,L102,0.506
L7,L102,19.087
L18,L102,21.924
L26,L102,58.564
L33,L102,37.856
L36,L102,37.53
L38,L102,45.416
L57,L102,42.605
L62,L102,21.389
L63,L102,42.911
L70,L102,19.687
L75,L102,0.69
L76,L102,0.69
L77,L102,1.635
L78,L102,2.289
L79,L102,2.618
L80,L102,0.69
L81,L102,1.799
L82,L102,1.541
L91,L102,0.642
L93,L102,0.798
L99,L102,0.873
L102,L102,0
L103,L102,66.254
L106,L102,0.419
L113,L102,18.326
L116,L102,20.017
L122,L102,21.289
L128,L102,70.721
L134,L102,21.066
L135,L102,21.066
L138,L102,47.75
L139,L102,47.75
L141,L102,0.69
L145,L102,17.143
L146,L102,16.11
L147,L102,22.555
L150,L102,0.936
L151,L102,22.218
L153,L102,24.895
L154,L102,24.895
L155,L102,24.983
L156,L102,28.145
L157,L102,28.145
L159,L102,43.606
L162,L102,31.776
L168,L102,6.08
L171,L102,45.071
L173,L102,9.664
L178,L102,47.851
L179,L102,47.851
L185,L102,14.384
L186,L102,17.939
L191,L102,45.183
L203,L102,46.716
L206,L102,19.89
L213,L102,14.677
L222,L102,19.381
L227,L102,11.17
L229,L102,44.922
L231,L102,45.047
L246,L102,29.632
L247,L102,29.739
L249,L102,45.984
L252,L102,45.782
L262,L102,24.949
L271,L102,60.725
L273,L102,61.482
L274,L102,60.494
L292,L102,37.339
L299,L102,50.241
L309,L102,19.865
L310,L102,19.322
L313,L102,36.967
L315,L102,0.991
L321,L102,1.779
L323,L102,19.497
L328,L102,19.654
L333,L102,18.365
L334,L102,18.094
L336,L102,0.129
L338,L102,0.899
L349,L102,1.389
L355,L102,3.672
L361,L102,10.182
L365,L102,11.62
L370,L102,45.691
L371,L102,45.691
L375,L102,46.068
L382,L102,0.69
L385,L102,45.183
L387,L102,60.8
L392,L102,3.466
L393,L102,2.662
L402,L102,4.393
L408,L102,5.817
L411,L102,5.598
L412,L102,5.439
L418,L102,3.894
L423,L102,4.958
L430,L102,83.657
L431,L102,61.868
L437,L102,28.375
L444,L102,54.647
L445,L102,56.032
L469,L102,61.069
L483,L102,83.48
L493,L102,63.745
L495,L102,55.455
L496,L102,47.071
L511,L102,59.231
L527,L102,2.375
L529,L102,5.719
L530,L102,5.439
L540,L102,57.076
L543,L102,54.473
L554,L102,5.439
L556,L102,70.295
L560,L102,95.091
L0,L103,66.938
L7,L103,55.558
L18,L103,90.115
L26,L103,20.289
L33,L103,67.738
L36,L103,66.327
L38,L103,20.911
L57,L103,59.609
L62,L103,79.194
