from,to,time
L171,L70,23.26666667
L173,L70,23.4
L178,L70,27.26666667
L179,L70,27.26666667
L185,L70,21.68333333
L186,L70,18.93333333
L191,L70,23.56666667
L203,L70,25.41666667
L206,L70,19.56666667
L213,L70,30.15
L222,L70,15.13333333
L227,L70,27.46666667
L229,L70,22.86666667
L231,L70,22.6
L246,L70,34.6
L247,L70,35.45
L249,L70,24.38333333
L252,L70,24.23333333
L262,L70,26.93333333
L271,L70,35.51666667
L273,L70,37.71666667
L274,L70,35.03333333
L292,L70,28.9
L299,L70,27.46666667
L309,L70,3.216666667
L310,L70,4.633333333
L313,L70,28.8
L315,L70,19.86666667
L321,L70,20.21666667
L323,L70,1.383333333
L328,L70,0.45
L333,L70,3.316666667
L334,L70,2.783333333
L336,L70,17.41666667
L338,L70,18.4
L349,L70,18.41666667
L355,L70,19.93333333
L361,L70,10.55
L365,L70,11.15
L370,L70,23.98333333
L371,L70,23.98333333
L375,L70,24.1
L382,L70,19.68333333
L385,L70,23.56666667
L387,L70,35.78333333
L392,L70,18.1
L393,L70,17.63333333
L402,L70,15.56666667
L408,L70,13.5
L411,L70,13.3
L412,L70,13.75
L418,L70,16.23333333
L423,L70,16.85
L430,L70,57.33333333
L431,L70,43.7
L437,L70,28.91666667
L444,L70,52.71666667
L445,L70,49.58333333
L469,L70,41.85
L483,L70,51.9
L493,L70,53.11666667
L495,L70,36.76666667
L496,L70,28.51666667
L511,L70,39.83333333
L527,L70,17.15
L529,L70,13.95
L530,L70,13.75
L540,L70,38.48333333
L543,L70,34.4
L554,L70,13.75
L556,L70,49.58333333
L560,L70,62.8
L0,L75,2.633333333
L7,L75,17.16666667
L18,L75,20.38333333
L26,L75,47.81666667
L33,L75,35.65
L36,L75,35.78333333
L38,L75,35.38333333
L57,L75,33.41666667
L62,L75,21.31666667
L63,L75,32.8
L70,L75,18.75
L75,L75,0
L76,L75,0
L77,L75,3.15
L78,L75,3.933333333
L79,L75,5.883333333
L80,L75,0
L81,L75,4
L82,L75,3.033333333
L91,L75,2.533333333
L93,L75,2.25
L99,L75,3.883333333
L102,L75,2.2
L103,L75,55.25
L106,L75,2.516666667
L113,L75,16.28333333
L116,L75,18.56666667
L122,L75,22.81666667
L128,L75,58.03333333
L134,L75,21.38333333
L135,L75,21.38333333
L138,L75,37.4
L139,L75,37.4
L141,L75,0
L145,L75,15.28333333
L146,L75,14.26666667
L147,L75,18.21666667
L150,L75,3.266666667
L151,L75,23.11666667
L153,L75,24.18333333
L154,L75,24.18333333
L155,L75,24.51666667
L156,L75,27.7
L157,L75,27.7
L159,L75,40.9
L162,L75,27.73333333
L168,L75,9.933333333
L171,L75,36.4
L173,L75,12.16666667
L178,L75,39.2
L179,L75,39.2
L185,L75,15.26666667
L186,L75,18.13333333
L191,L75,36.7
L203,L75,38.55
L206,L75,20.25
L213,L75,14.46666667
L222,L75,19.8
L227,L75,12.21666667
L229,L75,36.01666667
L231,L75,36.28333333
L246,L75,28.7
L247,L75,29.88333333
L249,L75,37.53333333
L252,L75,37.38333333
L262,L75,25.35
L271,L75,47.45
L273,L75,49.63333333
L274,L75,46.95
L292,L75,35.16666667
L299,L75,39.4
L309,L75,18.46666667
L310,L75,17.93333333
L313,L75,34.68333333
L315,L75,1.533333333
L321,L75,3.95
L323,L75,17.96666667
L328,L75,18.76666667
L333,L75,16.63333333
L334,L75,16
L336,L75,2
L338,L75,3.533333333
L349,L75,4.15
L355,L75,7.316666667
L361,L75,12.18333333
L365,L75,14.4
L370,L75,37.11666667
L371,L75,37.11666667
L375,L75,37.23333333
L382,L75,0
L385,L75,36.7
L387,L75,47.71666667
L392,L75,7.516666667
L393,L75,5.466666667
L402,L75,7.933333333
L408,L75,9.65
L411,L75,9.183333333
L412,L75,8.616666667
L418,L75,7.766666667
L423,L75,8.4
L430,L75,68.78333333
L431,L75,56.13333333
L437,L75,25.35
L444,L75,47.05
L445,L75,48.38333333
L469,L75,54.26666667
L483,L75,63.83333333
L493,L75,54.83333333
L495,L75,49.2
L496,L75,42.86666667
L511,L75,52.26666667
L527,L75,4.983333333
L529,L75,9.133333333
L530,L75,8.616666667
L540,L75,50.91666667
L543,L75,46.83333333
L554,L75,8.616666667
L556,L75,62.01666667
L560,L75,74.71666667
L0,L76,2.633333333
L7,L76,17.16666667
L18,L76,20.38333333
L26,L76,47.81666667
L33,L76,35.65
L36,L76,35.78333333
L38,L76,35.38333333
L57,L76,33.41666667
L62,L76,21.31666667
L63,L76,32.8
L70,L76,18.75
L75,L76,0
L76,L76,0
L77,L76,3.15
L78,L76,3.933333333
L79,L76,5.883333333
L80,L76,0
L81,L76,4
L82,L76,3.033333333
L91,L76,2.533333333
L93,L76,2.25
L99,L76,3.883333333
L102,L76,2.2
L103,L76,55.25
L106,L76,2.516666667
L113,L76,16.28333333
L116,L76,18.56666667
L122,L76,22.81666667
L128,L76,58.03333333
L134,L76,21.38333333
L135,L76,21.38333333
L138,L76,37.4
L139,L76,37.4
L141,L76,0
L145,L76,15.28333333
L146,L76,14.26666667
L147,L76,18.21666667
L150,L76,3.266666667
L151,L76,23.11666667
L153,L76,24.18333333
L154,L76,24.18333333
L155,L76,24.51666667
L156,L76,27.7
L157,L76,27.7
L159,L76,40.9
L162,L76,27.73333333
L168,L76,9.933333333
L171,L76,36.4
L173,L76,12.16666667
L178,L76,39.2
L179,L76,39.2
L185,L76,15.26666667
L186,L76,18.13333333
L191,L76,36.7
L203,L76,38.55
L206,L76,20.25
L213,L76,14.46666667
L222,L76,19.8
L227,L76,12.21666667
L229,L76,36.01666667
L231,L76,36.28333333
L246,L76,28.7
L247,L76,29.88333333
L249,L76,37.53333333
L252,L76,37.38333333
L262,L76,25.35
L271,L76,47.45
L273,L76,49.63333333
L274,L76,46.95
L292,L76,35.16666667
L299,L76,39.4
L309,L76,18.46666667
L310,L76,17.93333333
L313,L76,34.68333333
L315,L76,1.533333333
L321,L76,3.95
L323,L76,17.96666667
L328,L76,18.76666667
L333,L76,16.63333333
L334,L76,16
L336,L76,2
L338,L76,3.533333333
L349,L76,4.15
L355,L76,7.316666667
L361,L76,12.18333333
L365,L76,14.4
L370,L76,37.11666667
L371,L76,37.11666667
L375,L76,37.23333333
L382,L76,0
L385,L76,36.7
L387,L76,47.71666667
L392,L76,7.516666667
L393,L76,5.466666667
L402,L76,7.933333333
L408,L76,9.65
L411,L76,9.183333333
L412,L76,8.616666667
L418,L76,7.766666667
L423,L76,8.4
L430,L76,68.78333333
L431,L76,56.13333333
L437,L76,25.35
L444,L76,47.05
L445,L76,48.38333333
L469,L76,54.26666667
L483,L76,63.83333333
L493,L76,54.83333333
L495,L76,49.2
L496,L76,42.86666667
L511,L76,52.26666667
L527,L76,4.983333333
L529,L76,9.133333333
L530,L76,8.616666667
L540,L76,50.91666667
L543,L76,46.83333333
L554,L76,8.616666667
L556,L76,62.01666667
L560,L76,74.71666667
L0,L77,2.033333333
L7,L77,16.83333333
L18,L77,18.28333333
L26,L77,47.48333333
L33,L77,35.33333333
L36,L77,35.45
L38,L77,35.06666667
L57,L77,33.08333333
L62,L77,20.98333333
L63,L77,32.46666667
L70,L77,18.41666667
L75,L77,2.483333333
L76,L77,2.483333333
L77,L77,0
L78,L77,0.783333333
L79,L77,2.733333333
L80,L77,2.483333333
L81,L77,0.833333333
L82,L77,0.1
L91,L77,1.45
L93,L77,1.166666667
L99,L77,2.033333333
L102,L77,2.883333333
L103,L77,54.91666667
L106,L77,2.933333333
L113,L77,15.95
L116,L77,18.25
L122,L77,22.5
L128,L77,57.7
L134,L77,21.05
L135,L77,21.05
L138,L77,37.06666667
L139,L77,37.06666667
L141,L77,2.483333333
L145,L77,14.95
L146,L77,13.93333333
L147,L77,17.9
L150,L77,1.833333333
L151,L77,22.78333333
L153,L77,23.86666667
L154,L77,23.86666667
L155,L77,24.18333333
L156,L77,27.36666667
L157,L77,27.36666667
L159,L77,40.56666667
L162,L77,27.4
L168,L77,9.6
L171,L77,36.06666667
L173,L77,10.73333333
L178,L77,38.86666667
L179,L77,38.86666667
L185,L77,14.93333333
L186,L77,17.81666667
L191,L77,36.36666667
L203,L77,38.23333333
L206,L77,19.91666667
L213,L77,12.36666667
L222,L77,19.46666667
L227,L77,10.81666667
L229,L77,35.68333333
L231,L77,35.95
L246,L77,28.36666667
L247,L77,29.55
L249,L77,37.2
L252,L77,37.05
L262,L77,25.01666667
L271,L77,47.11666667
L273,L77,49.31666667
L274,L77,46.61666667
L292,L77,34.85
L299,L77,39.06666667
L309,L77,18.13333333
L310,L77,17.6
L313,L77,34.35
L315,L77,2.45
L321,L77,1.966666667
L323,L77,17.63333333
L328,L77,18.43333333
L333,L77,16.3
L334,L77,15.66666667
L336,L77,2.483333333
L338,L77,2.25
L349,L77,2.15
L355,L77,5.316666667
L361,L77,11.85
L365,L77,14.08333333
L370,L77,36.78333333
L371,L77,36.78333333
L375,L77,36.9
L382,L77,2.483333333
L385,L77,36.36666667
L387,L77,47.38333333
L392,L77,7.183333333
L393,L77,5.133333333
L402,L77,7.6
L408,L77,9.283333333
L411,L77,8.816666667
L412,L77,8.233333333
L418,L77,7.45
L423,L77,8.066666667
L430,L77,66.68333333
L431,L77,56.76666667
L437,L77,25.98333333
L444,L77,47.68333333
L445,L77,49.01666667
L469,L77,54.9
L483,L77,63.5
L493,L77,55.46666667
L495,L77,49.83333333
L496,L77,43.5
L511,L77,52.9
L527,L77,4.65
L529,L77,8.766666667
L530,L77,8.233333333
L540,L77,51.55
L543,L77,47.46666667
L554,L77,8.233333333
L556,L77,62.65
L560,L77,74.4
L0,L78,2.833333333
L7,L78,16.65
L18,L78,19.08333333
L26,L78,47.3
L33,L78,36.11666667
L36,L78,36.23333333
L38,L78,34.88333333
L57,L78,32.9
L62,L78,21.76666667
L63,L78,32.28333333
L70,L78,18.23333333
L75,L78,3.266666667
L76,L78,3.266666667
L77,L78,0.766666667
L78,L78,0
L79,L78,3.1
L80,L78,3.266666667
L81,L78,1.2
L82,L78,0.883333333
L91,L78,2.233333333
L93,L78,1.95
L99,L78,2.833333333
L102,L78,3.683333333
L103,L78,54.75
L106,L78,3.733333333
L113,L78,15.76666667
L116,L78,18.06666667
L122,L78,22.31666667
L128,L78,57.51666667
L134,L78,20.88333333
L135,L78,20.88333333
L138,L78,36.9
L139,L78,36.9
L141,L78,3.266666667
L145,L78,14.76666667
L146,L78,13.75
L147,L78,17.71666667
L150,L78,2.616666667
L151,L78,22.61666667
L153,L78,23.68333333
L154,L78,23.68333333
L155,L78,24.01666667
L156,L78,43.38333333
L157,L78,43.38333333
L159,L78,41.35
L162,L78,27.23333333
L168,L78,10.38333333
L171,L78,35.9
L173,L78,11.53333333
L178,L78,38.7
L179,L78,38.7
L185,L78,15.71666667
L186,L78,18.45
L191,L78,36.2
L203,L78,38.05
L206,L78,20.7
L213,L78,13.15
L222,L78,19.3
L227,L78,11.6
L229,L78,35.5
L231,L78,35.76666667
L246,L78,29.16666667
L247,L78,30.33333333
L249,L78,37.01666667
L252,L78,36.88333333
L262,L78,25.81666667
L271,L78,46.93333333
L273,L78,49.13333333
L274,L78,46.45
L292,L78,35.63333333
L299,L78,38.9
L309,L78,17.95
L310,L78,17.41666667
L313,L78,35.15
L315,L78,3.233333333
L321,L78,2.75
L323,L78,17.46666667
L328,L78,18.25
L333,L78,16.13333333
L334,L78,15.5
L336,L78,3.283333333
L338,L78,3.05
L349,L78,2.95
L355,L78,4.8
L361,L78,11.68333333
L365,L78,13.9
L370,L78,36.61666667
L371,L78,36.61666667
L375,L78,36.73333333
L382,L78,3.266666667
L385,L78,36.2
L387,L78,47.21666667
L392,L78,7.983333333
L393,L78,5.916666667
L402,L78,8.4
L408,L78,9.733333333
L411,L78,9.533333333
L412,L78,9.033333333
L418,L78,8.233333333
L423,L78,8.866666667
L430,L78,67.46666667
L431,L78,57.55
L437,L78,26.76666667
L444,L78,48.48333333
L445,L78,49.8
L469,L78,55.7
L483,L78,63.31666667
L493,L78,56.25
L495,L78,50.61666667
L496,L78,44.28333333
L511,L78,53.7
L527,L78,5.45
L529,L78,9.55
L530,L78,9.033333333
L540,L78,52.35
L543,L78,48.25
L554,L78,9.033333333
L556,L78,63.43333333
L560,L78,74.21666667
L0,L79,4.433333333
L7,L79,19.23333333
L18,L79,20.68333333
L26,L79,49.88333333
L33,L79,37.73333333
L36,L79,37.85
L38,L79,37.46666667
L57,L79,35.48333333
L62,L79,23.38333333
L63,L79,34.86666667
L70,L79,20.81666667
L75,L79,4.883333333
L76,L79,4.883333333
L77,L79,2.533333333
L78,L79,3.266666667
L79,L79,0
L80,L79,4.883333333
L81,L79,1.883333333
L82,L79,2.5
L91,L79,3.85
L93,L79,3.566666667
L99,L79,4.433333333
L102,L79,5.283333333
L103,L79,57.31666667
L106,L79,5.333333333
L113,L79,18.35
L116,L79,20.65
L122,L79,24.9
L128,L79,60.1
L134,L79,23.46666667
L135,L79,23.46666667
L138,L79,39.46666667
L139,L79,39.46666667
L141,L79,4.883333333
L145,L79,17.35
L146,L79,16.33333333
L147,L79,20.3
L150,L79,4.233333333
L151,L79,25.18333333
L153,L79,26.26666667
L154,L79,26.26666667
L155,L79,26.58333333
L156,L79,45.96666667
L157,L79,45.96666667
L159,L79,42.96666667
L162,L79,29.81666667
L168,L79,12
L171,L79,38.46666667
L173,L79,13.13333333
L178,L79,41.26666667
L179,L79,41.26666667
L185,L79,17.33333333
L186,L79,20.21666667
L191,L79,38.76666667
L203,L79,40.63333333
L206,L79,22.31666667
L213,L79,14.76666667
L222,L79,21.86666667
L227,L79,13.21666667
L229,L79,38.08333333
L231,L79,38.35
L246,L79,30.76666667
L247,L79,31.95
L249,L79,39.6
L252,L79,39.45
L262,L79,27.41666667
L271,L79,49.51666667
L273,L79,51.71666667
L274,L79,49.01666667
L292,L79,37.25
L299,L79,41.46666667
L309,L79,20.53333333
L310,L79,20
L313,L79,36.75
L315,L79,4.85
L321,L79,4.366666667
L323,L79,20.03333333
L328,L79,20.83333333
L333,L79,18.7
L334,L79,18.06666667
L336,L79,4.883333333
L338,L79,4.65
L349,L79,4.55
L355,L79,7.716666667
L361,L79,14.25
L365,L79,16.48333333
L370,L79,39.18333333
L371,L79,39.18333333
L375,L79,39.3
L382,L79,4.883333333
L385,L79,38.76666667
L387,L79,49.78333333
L392,L79,9.583333333
L393,L79,7.533333333
L402,L79,10
L408,L79,11.68333333
L411,L79,11.21666667
L412,L79,10.63333333
L418,L79,9.85
L423,L79,10.46666667
L430,L79,69.08333333
L431,L79,59.16666667
L437,L79,28.38333333
L444,L79,50.08333333
L445,L79,51.41666667
L469,L79,57.3
L483,L79,65.9
L493,L79,57.86666667
L495,L79,52.23333333
L496,L79,45.9
L511,L79,55.3
L527,L79,7.05
L529,L79,11.16666667
L530,L79,10.63333333
L540,L79,53.95
L543,L79,49.86666667
L554,L79,10.63333333
L556,L79,65.05
L560,L79,76.8
L0,L80,2.633333333
L7,L80,17.16666667
L18,L80,20.38333333
L26,L80,47.81666667
L33,L80,35.65
L36,L80,35.78333333
L38,L80,35.38333333
L57,L80,33.41666667
L62,L80,21.31666667
L63,L80,32.8
L70,L80,18.75
L75,L80,0
L76,L80,0
L77,L80,3.15
L78,L80,3.933333333
L79,L80,5.883333333
L80,L80,0
L81,L80,4
L82,L80,3.033333333
L91,L80,2.533333333
L93,L80,2.25
L99,L80,3.883333333
L102,L80,2.2
L103,L80,55.25
L106,L80,2.516666667
L113,L80,16.28333333
L116,L80,18.56666667
L122,L80,22.81666667
L128,L80,58.03333333
L134,L80,21.38333333
L135,L80,21.38333333
L138,L80,37.4
L139,L80,37.4
L141,L80,0
L145,L80,15.28333333
L146,L80,14.26666667
L147,L80,18.21666667
L150,L80,3.266666667
L151,L80,23.11666667
L153,L80,24.18333333
L154,L80,24.18333333
L155,L80,24.51666667
L156,L80,27.7
L157,L80,27.7
L159,L80,40.9
L162,L80,27.73333333
L168,L80,9.933333333
L171,L80,36.4
L173,L80,12.16666667
L178,L80,39.2
L179,L80,39.2
L185,L80,15.26666667
L186,L80,18.13333333
L191,L80,36.7
L203,L80,38.55
L206,L80,20.25
L213,L80,14.46666667
L222,L80,19.8
L227,L80,12.21666667
L229,L80,36.01666667
L231,L80,36.28333333
L246,L80,28.7
L247,L80,29.88333333
L249,L80,37.53333333
L252,L80,37.38333333
L262,L80,25.35
L271,L80,47.45
L273,L80,49.63333333
L274,L80,46.95
L292,L80,35.16666667
L299,L80,39.4
L309,L80,18.46666667
L310,L80,17.93333333
L313,L80,34.68333333
L315,L80,1.533333333
L321,L80,3.95
L323,L80,17.96666667
L328,L80,18.76666667
L333,L80,16.63333333
L334,L80,16
L336,L80,2
L338,L80,3.533333333
L349,L80,4.15
L355,L80,7.316666667
L361,L80,12.18333333
L365,L80,14.4
L370,L80,37.11666667
L371,L80,37.11666667
L375,L80,37.23333333
L382,L80,0
L385,L80,36.7
L387,L80,47.71666667
L392,L80,7.516666667
L393,L80,5.466666667
L402,L80,7.933333333
L408,L80,9.65
L411,L80,9.183333333
L412,L80,8.616666667
L418,L80,7.766666667
L423,L80,8.4
L430,L80,68.78333333
L431,L80,56.13333333
L437,L80,25.35
L444,L80,47.05
L445,L80,48.38333333
L469,L80,54.26666667
L483,L80,63.83333333
L493,L80,54.83333333
L495,L80,49.2
L496,L80,42.86666667
L511,L80,52.26666667
L527,L80,4.983333333
L529,L80,9.133333333
L530,L80,8.616666667
L540,L80,50.91666667
L543,L80,46.83333333
L554,L80,8.616666667
L556,L80,62.01666667
L560,L80,74.71666667
L0,L81,2.55
L7,L81,17.33333333
L18,L81,18.8
L26,L81,47.98333333
L33,L81,35.83333333
L36,L81,35.95
L38,L81,35.56666667
L57,L81,33.58333333
L62,L81,21.48333333
L63,L81,32.96666667
L70,L81,18.91666667
L75,L81,2.983333333
L76,L81,2.983333333
L77,L81,0.633333333
L78,L81,1.366666667
L79,L81,1.883333333
L80,L81,2.983333333
L81,L81,0
L82,L81,0.6
L91,L81,1.95
L93,L81,1.666666667
L99,L81,2.533333333
L102,L81,3.4
L103,L81,55.41666667
L106,L81,3.45
L113,L81,16.45
L116,L81,18.75
L122,L81,23
L128,L81,58.2
L134,L81,21.56666667
L135,L81,21.56666667
L138,L81,37.58333333
L139,L81,37.58333333
L141,L81,2.983333333
L145,L81,15.45
L146,L81,14.43333333
L147,L81,18.4
L150,L81,2.333333333
L151,L81,23.28333333
L153,L81,24.36666667
L154,L81,24.36666667
L155,L81,24.7
L156,L81,27.86666667
L157,L81,27.86666667
L159,L81,41.06666667
L162,L81,27.91666667
L168,L81,10.1
L171,L81,36.58333333
L173,L81,11.25
L178,L81,39.38333333
L179,L81,39.38333333
L185,L81,15.43333333
L186,L81,18.31666667
L191,L81,36.88333333
L203,L81,38.73333333
L206,L81,20.41666667
L213,L81,12.86666667
L222,L81,19.98333333
L227,L81,11.31666667
L229,L81,36.18333333
L231,L81,36.45
L246,L81,28.88333333
L247,L81,30.05
L249,L81,37.7
L252,L81,37.55
L262,L81,25.53333333
L271,L81,47.61666667
L273,L81,49.81666667
L274,L81,47.13333333
L292,L81,35.35
L299,L81,39.58333333
L309,L81,18.63333333
L310,L81,18.1
L313,L81,34.86666667
L315,L81,2.95
L321,L81,2.466666667
L323,L81,18.13333333
L328,L81,18.93333333
L333,L81,16.8
L334,L81,16.18333333
L336,L81,2.983333333
L338,L81,2.75
L349,L81,2.666666667
L355,L81,5.816666667
L361,L81,12.35
L365,L81,14.58333333
L370,L81,37.3
L371,L81,37.3
L375,L81,37.41666667
L382,L81,2.983333333
L385,L81,36.88333333
L387,L81,47.9
L392,L81,7.683333333
L393,L81,5.633333333
L402,L81,8.116666667
L408,L81,9.783333333
L411,L81,9.316666667
L412,L81,8.75
L418,L81,7.95
L423,L81,8.583333333
L430,L81,67.18333333
L431,L81,57.26666667
L437,L81,26.48333333
L444,L81,48.2
L445,L81,49.51666667
L469,L81,55.41666667
L483,L81,64
L493,L81,55.96666667
L495,L81,50.33333333
L496,L81,44
L511,L81,53.4
L527,L81,5.166666667
L529,L81,9.266666667
L530,L81,8.75
L540,L81,52.05
L543,L81,47.96666667
L554,L81,8.75
L556,L81,63.15
L560,L81,74.9
L0,L82,1.933333333
L7,L82,16.73333333
L18,L82,18.18333333
L26,L82,47.38333333
L33,L82,35.21666667
L36,L82,35.33333333
L38,L82,34.95
L57,L82,32.98333333
L62,L82,20.88333333
L63,L82,32.35
L70,L82,18.3
L75,L82,2.383333333
L76,L82,2.383333333
L77,L82,0.1
L78,L82,0.883333333
L79,L82,2.85
L80,L82,2.383333333
L81,L82,0.95
L82,L82,0
L91,L82,1.35
L93,L82,1.066666667
L99,L82,1.933333333
L102,L82,2.783333333
L103,L82,54.81666667
L106,L82,2.833333333
L113,L82,15.83333333
L116,L82,18.13333333
L122,L82,22.38333333
L128,L82,57.6
L134,L82,20.95
L135,L82,20.95
L138,L82,36.96666667
L139,L82,36.96666667
L141,L82,2.383333333
L145,L82,14.85
L146,L82,13.81666667
L147,L82,17.78333333
L150,L82,1.716666667
L151,L82,22.68333333
L153,L82,23.75
L154,L82,23.75
L155,L82,24.08333333
L156,L82,27.26666667
L157,L82,27.26666667
L159,L82,40.46666667
L162,L82,27.3
L168,L82,9.483333333
L171,L82,35.96666667
L173,L82,10.63333333
L178,L82,38.76666667
L179,L82,38.76666667
L185,L82,14.83333333
L186,L82,17.7
L191,L82,36.26666667
L203,L82,38.11666667
L206,L82,19.8
L213,L82,12.26666667
L222,L82,19.36666667
L227,L82,10.71666667
L229,L82,35.56666667
L231,L82,35.83333333
L246,L82,28.26666667
L247,L82,29.45
L249,L82,37.08333333
L252,L82,36.95
L262,L82,24.91666667
L271,L82,47
L273,L82,49.2
L274,L82,46.51666667
L292,L82,34.73333333
L299,L82,38.96666667
L309,L82,18.03333333
L310,L82,17.5
L313,L82,34.25
L315,L82,2.333333333
L321,L82,1.85
L323,L82,17.53333333
L328,L82,18.33333333
L333,L82,16.2
L334,L82,15.56666667
L336,L82,2.383333333
L338,L82,2.15
L349,L82,2.05
L355,L82,5.216666667
L361,L82,11.75
L365,L82,13.96666667
L370,L82,36.68333333
L371,L82,36.68333333
L375,L82,36.8
L382,L82,2.383333333
L385,L82,36.26666667
L387,L82,47.28333333
L392,L82,7.083333333
L393,L82,5.033333333
L402,L82,7.5
L408,L82,9.166666667
L411,L82,8.7
L412,L82,8.133333333
L418,L82,7.333333333
L423,L82,7.966666667
L430,L82,66.56666667
L431,L82,56.65
L437,L82,25.88333333
L444,L82,47.58333333
L445,L82,48.91666667
L469,L82,54.8
L483,L82,63.38333333
L493,L82,55.35
L495,L82,49.71666667
L496,L82,43.4
L511,L82,52.8
L527,L82,4.55
L529,L82,8.666666667
L530,L82,8.133333333
L540,L82,51.45
L543,L82,47.36666667
L554,L82,8.133333333
L556,L82,62.53333333
L560,L82,74.28333333
L0,L91,2.75
L7,L91,17.28333333
L18,L91,20.35
L26,L91,47.93333333
L33,L91,35.76666667
L36,L91,35.9
L38,L91,35.5
L57,L91,33.53333333
L62,L91,21.43333333
L63,L91,32.9
L70,L91,18.86666667
L75,L91,1.866666667
L76,L91,1.866666667
L77,L91,3.1
L78,L91,3.9
L79,L91,5.85
L80,L91,1.866666667
L81,L91,3.95
L82,L91,3
L91,L91,0
L93,L91,2.533333333
L99,L91,4
L102,L91,2.316666667
L103,L91,55.36666667
L106,L91,2.633333333
L113,L91,16.4
L116,L91,18.68333333
L122,L91,22.93333333
L128,L91,58.15
L134,L91,21.5
L135,L91,21.5
L138,L91,37.51666667
L139,L91,37.51666667
L141,L91,1.866666667
L145,L91,15.4
L146,L91,14.38333333
L147,L91,18.33333333
L150,L91,3.616666667
L151,L91,23.23333333
L153,L91,24.3
L154,L91,24.3
L155,L91,24.63333333
L156,L91,27.81666667
L157,L91,27.81666667
L159,L91,41.01666667
L162,L91,27.85
L168,L91,10.03333333
L171,L91,36.51666667
L173,L91,12.51666667
L178,L91,39.31666667
L179,L91,39.31666667
L185,L91,15.38333333
L186,L91,18.25
L191,L91,36.81666667
L203,L91,38.66666667
